Kodea	Izena	Kokalekua	Helbidea	PostaKodea	Herria	Probintzia	Kategoria	Edukiera
PBI00005	SOPELANA	43.3892994965911,-2.98422778333823	Atxabiribil, 30	48600	Sopela	Bizkaia	T	600
