Kodea	Izena	Kokalekua	Helbidea	PostaKodea	Herria	Probintzia	Kategoria	Edukiera
PSS00015	ITXASPE	43.2941564117673,-2.32961258112602	Itsaspe Auzoa, 16	20829	Deba	Gipuzkoa	P	483
