Kodea	Izena	Kokalekua	Helbidea	PostaKodea	Herria	Probintzia	Kategoria	Edukiera
PVI00001	IBAYA	42.830547126158,-2.72212589540648	Zuazo de Vitoria, 21	01195	Vitoria-Gasteiz	Araba/Álava	T	250
